date,instrument_id,target_weight,capital_weight,effective_weight,daily_close_return,gross_return_contribution,signal_date,execution_date,end_date,sleeve_slot,side
2025-06-10,MMM,0.05,1.0,0.05,0.005754691664847433,0.00028773458324237166,2025-06-02,2025-06-03,2025-06-16,0,long
2025-06-11,MMM,0.05,1.0,0.05,0.014614738870752264,0.0007307369435376132,2025-06-02,2025-06-03,2025-06-16,0,long
2025-06-12,MMM,0.05,1.0,0.05,-0.016374447747274812,-0.0008187223873637406,2025-06-02,2025-06-03,2025-06-16,0,long
2025-06-13,MMM,0.05,1.0,0.05,-0.01692340878575116,-0.000846170439287558,2025-06-02,2025-06-03,2025-06-16,0,long
2025-06-16,MMM,0.05,1.0,0.05,0.019322690627731065,0.0009661345313865533,2025-06-02,2025-06-03,2025-06-16,0,long
2025-06-04,MSFT,-0.05,1.0,-0.05,0.0019439369823850416,-9.719684911925209e-05,2025-06-02,2025-06-03,2025-06-16,0,short
2025-06-05,MSFT,-0.05,1.0,-0.05,0.008213523902137254,-0.00041067619510686275,2025-06-02,2025-06-03,2025-06-16,0,short
2025-06-06,MSFT,-0.05,1.0,-0.05,0.00577314472161139,-0.0002886572360805695,2025-06-02,2025-06-03,2025-06-16,0,short
2025-06-09,MSFT,-0.05,1.0,-0.05,0.005038560888865229,-0.00025192804444326147,2025-06-02,2025-06-03,2025-06-16,0,short
2025-06-10,MSFT,-0.05,1.0,-0.05,-0.003870950866074696,0.00019354754330373481,2025-06-02,2025-06-03,2025-06-16,0,short
2025-06-11,MSFT,-0.05,1.0,-0.05,0.0036099434660261664,-0.00018049717330130834,2025-06-02,2025-06-03,2025-06-16,0,short
2025-06-12,MSFT,-0.05,1.0,-0.05,0.01322408204978065,-0.0006612041024890325,2025-06-02,2025-06-03,2025-06-16,0,short
