instrument_id,gross_return_contribution,absolute_gross_contribution,position_day_count,max_abs_stock_daily_return
SHW,0.003967005798171852,0.015591587522806129,27,0.05704670128846112
DIS,0.002065571513321896,0.01545513405143062,36,0.02243956615300924
EMR,-0.00042335200293103757,0.0149572981534081,18,0.06264956615222272
NOC,-0.0032875771266971114,0.014926801246305728,27,0.060244644721481944
EQT,0.0034969379023454543,0.014806814757637222,18,0.044465411492017326
JNJ,-0.0053512951134928105,0.014787673776730032,45,0.0209228556584955
SCHW,0.0037715966842715998,0.014642809538966123,18,0.07424674456425207
REGN,0.0015427320059012372,0.014500189282097143,18,0.049430157867088154
ROST,0.001129792616159525,0.014393632916235561,36,0.049864906908795414
IDXX,-0.004625327078261787,0.014285046831432668,27,0.046028167789007424
AXP,-0.004961770641814845,0.014060912728670317,18,0.07272831724139728
COF,0.0013584897800945964,0.01404878286818282,18,0.0755945643416518
PANW,-0.003282454355035369,0.01397375761597296,27,0.02681921067943338
V,0.0009094142363066438,0.013868038946512923,27,0.03731790451515371
EBAY,-0.0012231419463175077,0.013782302566509131,27,0.03967538068682419
PFE,-0.0025329366800469874,0.013474956791903542,18,0.04592045478287554
WELL,-0.000692744103105613,0.013024075328654983,27,0.0484553302332702
GOOG,-0.005797390309134887,0.012915132273721697,27,0.028019771387149728
TMO,0.0032936363801443604,0.012890751615793594,27,0.019980533056588312
NEE,-0.00221529971904581,0.012865727447133907,36,0.019005653129582356
TMUS,0.005073249373764172,0.012772120970276097,27,0.03900939775630996
EQIX,0.0043646634264211176,0.012587366020554665,27,0.02206344112437275
CRH,0.0012101841923272795,0.012471183936093744,18,0.053991122309173356
NUE,0.004603570807563535,0.012416575773492883,18,0.03527868512284993
EA,-0.004341531430309569,0.01221159120994338,54,0.044996108624092424
SYY,0.0015667640231857853,0.012138811071153978,27,0.026406553183602743
TTWO,-0.002413163371897226,0.011975376400845223,18,0.04715196870070859
CRWD,-0.0010071656958096813,0.011591811316682394,9,0.05868271823148441
MS,-0.00648727793505316,0.011446818568669193,18,0.04320077203679373
HCA,0.0009990144622331499,0.010914490801167565,18,0.04605709124220414
NSC,-0.0005314465416432598,0.010786953124947879,27,0.025333693314111727
ABT,0.0030548865038494354,0.010581865878223401,18,0.05996451836242622
GE,0.0024573977755820544,0.010568762236486269,18,0.03390740227019817
GEHC,0.0011798903462749862,0.0105443784480126,18,0.02750046617713542
ETN,0.0063260764045392935,0.010458461004167953,9,0.05051343995590518
KDP,-0.0025914740447730514,0.009951058244080208,18,0.042788658951266934
VZ,0.001641122048252869,0.00987276219166911,18,0.0388629812975525
LYV,-0.0028775605753476154,0.00985686198108079,18,0.026122841666378127
GOOGL,-0.004937003926702949,0.00913523972061759,18,0.027234444356298626
CI,-0.0003498642256870244,0.009025011882875267,18,0.024790883585010137
UPS,-0.0048811655761077325,0.008766189253315765,18,0.029517221224631074
GRMN,0.00065569005062619,0.008760208569351724,18,0.0383925781011365
OXY,-0.003850524283832796,0.008461339267631724,9,0.03668312044290856
SPGI,-0.0037909553765828282,0.008429939507989648,18,0.03948044613063062
FDX,-0.0045987764224741,0.008352349963545419,9,0.046022393890429836
IR,-0.003463335623470837,0.00817046995987188,9,0.0373252596023399
URI,0.0021113746511341683,0.00813511994704733,9,0.04030965914695939
AJG,0.004532494892638689,0.007852599580795977,9,0.06719068289626862
CTAS,0.0017936990925093046,0.007728822224404509,18,0.0180544909127196
CVS,0.0018313674302025962,0.007641566806993178,9,0.04770935748649374
CMCSA,-0.0032388430610135687,0.007227987842363598,18,0.03710251495007677
AON,-0.0002065806000228045,0.006953130643986467,9,0.04565219241930496
CME,-0.0003452122510385681,0.006937443556516327,18,0.024491155538358234
AIG,-0.0034119264355333525,0.006881771173873308,9,0.03170737594656059
ORLY,-0.004255029332543881,0.006721997964268412,9,0.03716926706532098
MRK,-0.004085040234679977,0.006667114799162638,9,0.02811289907778769
CAH,-0.001536884451506748,0.006498041779218045,18,0.026422266033249264
PLD,-0.0005925736147957494,0.006399342709441553,18,0.017732561959451054
JCI,0.002449265621164743,0.006328960321730271,9,0.062371463586855413
PM,0.002450155760787615,0.006265336562375951,9,0.027978538611854953
BX,-0.0034131040700626785,0.006231350738531361,9,0.031925090386061505
DVN,0.0017581678508347299,0.0061238888793197005,9,0.03403861679948483
PNC,-0.003371604896818487,0.00609670741492066,9,0.027193230371205024
KO,-0.0015533716403720145,0.00608079871212175,18,0.020402208588799597
COR,0.0005935037628558293,0.0057553171191277565,9,0.03567661668911515
ACGL,0.0022625961309912903,0.00563547817444019,9,0.024720872628951618
MCO,-0.000582754004478664,0.0055193865969372985,9,0.037045163062220166
PG,-0.0014835360687518676,0.005505331212893228,9,0.026692700921708168
