signal_date,execution_date,end_date,sleeve_slot,top_k,neutral_mode,weight_mode,max_abs_weight,cost_bps,borrow_cost_bps,holding_clock,effective_holding_days,execution_status,sleeve_entry_long_turnover,sleeve_entry_short_turnover,sleeve_entry_gross_turnover,sleeve_entry_turnover_cost,sleeve_exit_long_turnover,sleeve_exit_short_turnover,sleeve_exit_gross_turnover,sleeve_exit_turnover_cost,sleeve_long_turnover,sleeve_short_turnover,sleeve_gross_turnover,sleeve_net_turnover,sleeve_turnover_cost,sleeve_turnover_cost_bps,sleeve_borrow_cost_estimate,sleeve_long_weight,sleeve_short_weight,sleeve_gross_exposure,sleeve_net_exposure,exit_gross_turnover,entry_turnover_cost,exit_long_turnover,borrow_cost_estimate,entry_gross_turnover,net_turnover,short_weight,long_turnover,net_exposure,exit_turnover_cost,gross_turnover,entry_long_turnover,exit_short_turnover,turnover_cost,entry_short_turnover,gross_exposure,short_turnover,long_weight,turnover_cost_bps,sleeve_capital_weight
2025-10-23,2025-10-24,2025-11-06,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2025-11-06,2025-11-07,2025-11-20,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2025-11-20,2025-11-21,2025-12-05,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2025-12-05,2025-12-08,2025-12-19,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2025-12-19,2025-12-22,2026-01-06,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-01-06,2026-01-07,2026-01-21,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-01-21,2026-01-22,2026-02-04,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-02-04,2026-02-05,2026-02-19,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-02-19,2026-02-20,2026-03-05,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-03-05,2026-03-06,2026-03-19,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-03-19,2026-03-20,2026-04-02,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-04-02,2026-04-06,2026-04-17,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-04-17,2026-04-20,2026-05-01,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-05-01,2026-05-04,2026-05-15,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
2026-05-15,2026-05-18,2026-06-01,0,50,sector_neutral,equal_weight,,20.0,0.0,signal_horizon,9,executed_complete_return_path,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,1.0000000000000004,1.0000000000000004,2.000000000000001,0.004000000000000002,2.000000000000001,2.000000000000001,4.000000000000002,0.0,0.008000000000000004,80.00000000000004,0.0,1.0,1.0,2.0,0.0,2.000000000000001,0.004000000000000002,1.0000000000000004,0.0,2.000000000000001,0.0,1.0,2.000000000000001,0.0,0.004000000000000002,4.000000000000002,1.0000000000000004,1.0000000000000004,0.008000000000000004,1.0000000000000004,2.0,2.000000000000001,1.0,80.00000000000004,1.0
