date,long_gross_return,short_gross_return,gross_return,transaction_cost,borrow_cost,net_return,long_exposure,short_exposure_abs,gross_exposure,net_exposure,benchmark_return,active_return_vs_equal_weight_long_only,excess_return,portfolio_nav,benchmark_nav
2025-06-03,0.0,0.0,0.0,0.004000000000000002,0.0,-0.004000000000000002,1.0,1.0,2.0,0.0,0.0070072069315681475,-0.01100720693156815,-0.01100720693156815,0.996,1.007007206931568
2025-06-04,-0.001771027034780129,0.0038668587539748916,0.0020958317191947626,0.0,0.0,0.0020958317191947626,1.0,1.0,2.0,0.0,-0.002125576175478623,0.004221407894673386,0.004221407894673386,0.998087448392318,1.0048667364039792
2025-06-05,-0.0015026225873686198,0.002859672822789321,0.0013570502354207006,0.0,0.0,0.0013570502354207006,1.0,1.0,2.0,0.0,-0.0017214928537249608,0.0030785430891456613,0.0030785430891456613,0.9994419031991293,1.003136865498314
2025-06-06,0.011308227554108579,-0.005766422664078343,0.005541804890030238,0.0,0.0,0.005541804890030238,1.0,1.0,2.0,0.0,0.00943819703591438,-0.003896392145884142,-0.003896392145884142,1.0049806152255794,1.0126046688888766
2025-06-09,0.0036313136397188614,0.00792136844998197,0.011552682089700832,0.0,0.0,0.011552682089700832,1.0,1.0,2.0,0.0,-0.0013046845751815347,0.012857366664882366,0.012857366664882366,1.0165908367795924,1.0112835391966204
2025-06-10,0.006147448065465785,0.0008706131999313364,0.007018061265397122,0.0,0.0,0.007018061265397122,1.0,1.0,2.0,0.0,0.004345245981466781,0.0026728152839303404,0.0026728152839303404,1.023725333553953,1.015677814931438
2025-06-11,-0.0009735929135732183,0.0026564715679418096,0.0016828786543685913,0.0,0.0,0.0016828786543685913,1.0,1.0,2.0,0.0,-0.0012460831176065597,0.0029289617719751512,0.0029289617719751512,1.025448139065727,1.0144121959533245
2025-06-12,0.003175726619435591,-0.005421214346512027,-0.002245487727076435,0.0,0.0,-0.002245487727076435,1.0,1.0,2.0,0.0,0.004128343134510266,-0.006373830861586702,-0.006373830861586702,1.0231455078547016,1.018600037578052
2025-06-13,-0.016475660390592298,0.008013642018656213,-0.008462018371936086,0.0,0.0,-0.008462018371936086,1.0,1.0,2.0,0.0,-0.01113908080134657,0.0026770624294104838,0.0026770624294104838,1.0144876317700713,1.0072537694552153
2025-06-16,0.032046829584473496,-0.0012116469970869011,0.030835182587386593,0.004000000000000002,0.0,0.02683518258738659,1.0,1.0,2.0,0.0,0.010241614134128876,0.016593568453257712,0.016593568453257712,1.0417115926012666,1.0175696738971223
2025-06-17,0.0,0.0,0.0,0.004000000000000002,0.0,-0.004000000000000002,1.0,1.0,2.0,0.0,-0.007889925357047687,0.0038899253570476855,0.0038899253570476855,1.0375447462308616,1.0095411251244786
2025-06-18,0.006944370550276165,0.0015143204078381036,0.008458690958114268,0.0,0.0,0.008458690958114268,1.0,1.0,2.0,0.0,0.0011833253278192768,0.007275365630294991,0.007275365630294991,1.0463210165944437,1.0107357407073136
2025-06-20,0.0024193873944351975,-0.0018171859879490748,0.0006022014064861224,0.0,0.0,0.0006022014064861224,1.0,1.0,2.0,0.0,0.001134738108427618,-0.0005325367019414955,-0.0005325367019414955,1.0469511125822728,1.0118826610698441
2025-06-23,0.0012112038194748928,-0.010720039196726852,-0.009508835377251959,0.0,0.0,-0.009508835377251959,1.0,1.0,2.0,0.0,0.008251643207767714,-0.017760478585019675,-0.017760478585019675,1.036995826804697,1.0202323557571191
2025-06-24,0.015587854133970652,-0.012670423492514524,0.0029174306414561295,0.0,0.0,0.0029174306414561295,1.0,1.0,2.0,0.0,0.010394718541356667,-0.007477287899900537,-0.007477287899900537,1.0400211902048793,1.0308373839419995
2025-06-25,-0.006247327954724376,0.006934914684613897,0.0006875867298895224,0.0,0.0,0.0006875867298895224,1.0,1.0,2.0,0.0,-0.006076652042891699,0.0067642387727812215,0.0067642387727812215,1.040736294974068,1.0245733438469793
2025-06-26,0.010735267810843063,-0.006960177660806493,0.0037750901500365687,0.0,0.0,0.0037750901500365687,1.0,1.0,2.0,0.0,0.008752999258149468,-0.0049779091081129,-0.0049779091081129,1.04466516831001,1.0335414335655915
2025-06-27,0.0034726770431308725,-0.007084376794853474,-0.0036116997517226,0.0,0.0,-0.0036116997517226,1.0,1.0,2.0,0.0,0.0054743759054966465,-0.009086075657219247,-0.009086075657219247,1.0408921513809917,1.0391994278868355
2025-06-30,0.007188649688886305,-0.006432276015871941,0.0007563736730143644,0.0,0.0,0.0007563736730143644,1.0,1.0,2.0,0.0,0.006330878030882208,-0.005574504357867844,-0.005574504357867844,1.0416794548007435,1.0457784727145496
2025-07-01,0.01065423769095965,-0.0032478876506993088,0.007406350040260341,0.004000000000000002,0.0,0.003406350040260339,1.0,1.0,2.0,0.0,0.005277899658444373,-0.0018715496181840336,-0.0018715496181840336,1.0452277796535425,1.0512979865584982
2025-07-02,0.0,0.0,0.0,0.004000000000000002,0.0,-0.004000000000000002,1.0,1.0,2.0,0.0,0.00334202017605752,-0.007342020176057522,-0.007342020176057522,1.0410468685349283,1.0548114456406252
2025-07-03,0.006170778445638571,-0.007311968907399829,-0.0011411904617612573,0.0,0.0,-0.0011411904617612573,1.0,1.0,2.0,0.0,0.007235923876393993,-0.00837711433815525,-0.00837711433815525,1.0398588357783098,1.0624439809652297
2025-07-07,-0.008562600246662755,0.0033452918121871698,-0.005217308434475585,0.0,0.0,-0.005217308434475585,1.0,1.0,2.0,0.0,-0.007073097825380271,0.0018557893909046854,0.0018557893909046854,1.0344335715037398,1.0549292107538764
2025-07-08,0.0018597186785163137,0.0032460940875627697,0.005105812766079083,0.0,0.0,0.005105812766079083,1.0,1.0,2.0,0.0,0.0005308013525148214,0.004575011413564262,0.004575011413564262,1.0397151956387842,1.055489168605752
2025-07-09,0.0044960326789233425,-0.0001364230796778877,0.004359609599245456,0.0,0.0,0.004359609599245456,1.0,1.0,2.0,0.0,0.0023406196245509526,0.002018989974694503,0.002018989974694503,1.0442479479861726,1.0579596672672915
2025-07-10,0.008193911778434173,0.000584786086717304,0.008778697865151477,0.0,0.0,0.008778697865151477,1.0,1.0,2.0,0.0,0.003866401161744434,0.004912296703407043,0.004912296703407043,1.0534150852178474,1.0620501637538926
2025-07-11,-0.004226071007408263,0.005023660220487292,0.0007975892130790286,0.0,0.0,0.0007975892130790286,1.0,1.0,2.0,0.0,-0.0052965842933903,0.006094173506469329,0.006094173506469329,1.0542552777267118,1.0564249255377611
2025-07-14,0.002519180301157078,-0.004215864292326382,-0.0016966839911693031,0.0,0.0,-0.0016966839911693031,1.0,1.0,2.0,0.0,0.0030281881198152547,-0.004724872110984558,-0.004724872110984558,1.052466539674387,1.0596239789467514
2025-07-15,-0.013739638805649605,0.009289981740008564,-0.00444965706564104,0.0,0.0,-0.00444965706564104,1.0,1.0,2.0,0.0,-0.01137990731637194,0.006930250250730901,0.006930250250730901,1.0477834244997741,1.0475655562761321
2025-07-16,0.005387109881980282,-0.0030306233733599797,0.0023564865086203035,0.004000000000000002,0.0,-0.0016435134913796983,1.0,1.0,2.0,0.0,0.0033120142153714913,-0.00495552770675119,-0.00495552770675119,1.0460613783055648,1.0510351082900522
2025-07-17,0.0,0.0,0.0,0.004000000000000002,0.0,-0.004000000000000002,1.0,1.0,2.0,0.0,0.006606030615974507,-0.01060603061597451,-0.01060603061597451,1.0418771327923426,1.0579782783938805
2025-07-18,0.0016585141210624069,-0.00011889099047016386,0.0015396231305922427,0.0,0.0,0.0015396231305922427,1.0,1.0,2.0,0.0,0.0014148290186595048,0.00012479411193273794,0.00012479411193273794,1.0434812309252248,1.0594751367632635
2025-07-21,-0.0027819495235806425,-5.813443593349896e-05,-0.0028400839595141424,0.0,0.0,-0.0028400839595141424,1.0,1.0,2.0,0.0,-0.0014348420747950467,-0.0014052418847190957,-0.0014052418847190957,1.04051765661922,1.0579549572598363
2025-07-22,0.004940875692342824,-0.00572312041126433,-0.0007822447189215057,0.0,0.0,-0.0007822447189215057,1.0,1.0,2.0,0.0,0.00592836480828963,-0.006710609527211135,-0.006710609527211135,1.039703717177385,1.0642269001972113
2025-07-23,0.012133532427421665,-0.0043195750301414405,0.007813957397280224,0.0,0.0,0.007813957397280224,1.0,1.0,2.0,0.0,0.008394182092076603,-0.0005802246947963791,-0.0005802246947963791,1.047827917729203,1.073160214584753
2025-07-24,-0.0032001400967458225,0.0011909237170995856,-0.002009216379646237,0.0,0.0,-0.002009216379646237,1.0,1.0,2.0,0.0,-0.0015160260046217292,-0.0004931903750245079,-0.0004931903750245079,1.0457226047138508,1.071533275792317
2025-07-25,0.011992934203819586,-0.006003313445708448,0.005989620758111136,0.0,0.0,0.005989620758111136,1.0,1.0,2.0,0.0,0.0065638043868698134,-0.0005741836287586777,-0.0005741836287586777,1.051986086534271,1.0785666106086398
2025-07-28,0.0024415451177744792,0.0035288971692014363,0.005970442286975918,0.0,0.0,0.005970442286975918,1.0,1.0,2.0,0.0,-0.0029179167830732577,0.008888359070049177,0.008888359070049177,1.0582669087506256,1.0754194429938824
2025-07-29,4.533896552677094e-05,-8.631172240603367e-05,-4.09727568792627e-05,0.0,0.0,-4.09727568792627e-05,1.0,1.0,2.0,0.0,-4.641243787573172e-05,5.439680996469021e-06,5.439680996469021e-06,1.05822354863786,1.075369530155794
2025-07-30,0.005802279275794191,0.004398360000623527,0.010200639276417718,0.004000000000000002,0.0,0.006200639276417716,1.0,1.0,2.0,0.0,-0.003499307090423659,0.009699946366841374,0.009699946366841374,1.0647852111367742,1.0716064819340942
2025-07-31,0.0,0.0,0.0,0.004000000000000002,0.0,-0.004000000000000002,1.0,1.0,2.0,0.0,-0.006754429262912655,0.0027544292629126535,0.0027544292629126535,1.060526070292227,1.0643683917541917
2025-08-01,-0.01908582999585266,0.009751965445808421,-0.00933386455004424,0.0,0.0,-0.00933386455004424,1.0,1.0,2.0,0.0,-0.012143756907363745,0.002809892357319505,0.002809892357319505,1.0506272636003287,1.0514429607448472
2025-08-04,0.017160407462746857,-0.010681576981752582,0.006478830480994272,0.0,0.0,0.006478830480994272,1.0,1.0,2.0,0.0,0.014072591151102506,-0.007593760670108234,-0.007593760670108234,1.057434099539906,1.0662394876501142
2025-08-05,-0.0007784432443723027,0.00349651149539286,0.0027180682510205573,0.0,0.0,0.0027180682510205573,1.0,1.0,2.0,0.0,-0.0035542688481551474,0.006272337099175705,0.006272337099175705,1.060308277593412,1.0624497858544866
2025-08-06,0.002253651775855028,-0.0032261264007888884,-0.0009724746249338606,0.0,0.0,-0.0009724746249338606,1.0,1.0,2.0,0.0,0.0010009270142018725,-0.001973401639135733,-0.001973401639135733,1.059277154698845,1.0635132205463813
2025-08-07,-0.0005514368605241569,-0.0010920400110115435,-0.0016434768715357002,0.0,0.0,-0.0016434768715357002,1.0,1.0,2.0,0.0,-0.0007916675400005808,-0.0008518093315351194,-0.0008518093315351194,1.0575362571945515,1.0626712716513131
2025-08-08,0.0029440289817849225,-0.004154353994442353,-0.0012103250126574295,0.0,0.0,-0.0012103250126574295,1.0,1.0,2.0,0.0,0.004440597535734202,-0.005650922548391632,-0.005650922548391632,1.0562562946106768,1.0673901670815036
2025-08-11,-0.004669064453228525,0.00203077421998161,-0.002638290233246914,0.0,0.0,-0.002638290233246914,1.0,1.0,2.0,0.0,-0.0028290127541141545,0.00019072252086724034,0.00019072252086724034,1.0534695839447998,1.064370506685214
2025-08-12,0.01568475653706202,-0.010579062787843839,0.005105693749218185,0.0,0.0,0.005105693749218185,1.0,1.0,2.0,0.0,0.012573077097271887,-0.007467383348053702,-0.007467383348053702,1.0588482770145382,1.0777529191258295
2025-08-13,0.005187497633027958,-0.005457225622433873,-0.0002697279894059148,0.004000000000000002,0.0,-0.004269727989405917,1.0,1.0,2.0,0.0,0.007640847258507835,-0.011910575247913752,-0.011910575247913752,1.054327282889635,1.085987864563281
2025-08-14,0.0,0.0,0.0,0.004000000000000002,0.0,-0.004000000000000002,1.0,1.0,2.0,0.0,-0.004529335703935633,0.0005293357039356308,0.0005293357039356308,1.0501099737580766,1.0810690609542737
2025-08-15,0.0013372901488972607,0.007261264978849708,0.008598555127746968,0.0,0.0,0.008598555127746968,1.0,1.0,2.0,0.0,-0.0029518736626995266,0.011550428790446494,0.011550428790446494,1.0591394022576324,1.0778778816656833
2025-08-18,0.002089070722424513,-0.0018350095589517788,0.00025406116347273457,0.0,0.0,0.00025406116347273457,1.0,1.0,2.0,0.0,0.0007961526599476525,-0.0005420914964749179,-0.0005420914964749179,1.0594084884464496,1.0787360370082701
2025-08-19,-0.001901507610643425,-0.0008763767406197021,-0.0027778843512631275,0.0,0.0,-0.0027778843512631275,1.0,1.0,2.0,0.0,0.0013979230197234415,-0.004175807370986569,-0.004175807370986569,1.0564655741847988,1.0802440269466091
2025-08-20,-0.0003406081155393609,-0.005382954015257447,-0.005723562130796807,0.0,0.0,-0.005723562130796807,1.0,1.0,2.0,0.0,0.0007347650876667174,-0.006458327218463525,-0.006458327218463525,1.0504188278319042,1.08103775254377
