instrument_id,date,previous_adjustment,adjustment,adjustment_change_pct,raw_close_reconstructed,adjusted_close_reconstructed,raw_daily_return,adjusted_daily_return,raw_jump_removed_by_adjustment,large_adjustment_change_gt_20pct,residual_adjusted_return_gt_20pct,residual_adjusted_return_gt_50pct,review_priority
PFE,2022-01-27,0.7878028701647,0.7937927717967653,0.007603300088019571,53.369998931884766,42.36471938293121,0.006791183206005247,0.014446118697892807,False,False,False,False,low
BK,2022-01-28,0.8816283795763616,0.8867939652946905,0.005859141831177084,58.479999542236335,51.85971068449144,0.0018845402152556368,0.007754723834840549,False,False,False,False,low
F,2022-01-28,0.7450104534508376,0.7488408998071876,0.0051414665909821355,19.540000915527344,14.632351867816766,-0.0005114231162858252,0.004627414009830133,False,False,False,False,low
KMI,2022-01-28,0.7823348518540358,0.7946083909401347,0.015688345031557915,17.200000762939453,13.667264930408408,-0.016018237221363973,-0.0005811918221322321,False,False,False,False,low
MS,2022-01-28,0.8634276548892115,0.869444500567738,0.006968557984511792,101.8000030517578,88.50945281112976,0.0064261148400732715,0.013439453578463212,False,False,False,False,low
OKE,2022-01-28,0.7834296061818693,0.7957958290872733,0.015784727571979573,59.290000915527344,47.18273543515728,-0.014625183317225732,0.0009286897204010547,False,False,False,False,low
PAYX,2022-01-28,0.8698412968917998,0.875016124652192,0.005949163116172329,115.33000183105467,100.91561125833967,0.033422969605134245,0.03957097141931443,False,False,False,False,low
TRGP,2022-01-28,0.905744673454963,0.9112683652729692,0.006098508751849474,57.95000076293945,52.80800246281115,0.0036369774570161884,0.009757666347717464,False,False,False,False,low
TXN,2022-01-28,0.8777455083788273,0.8835579376062722,0.0066219982579920345,177.2899932861328,156.64598082612537,0.014186807174502825,0.020902750444890872,False,False,False,False,low
AON,2022-01-31,0.9684519529062248,0.97028355820585,0.0018912712129175446,276.4400024414062,268.2251891992815,0.02316977546570964,0.02510486700797543,False,False,False,False,low
NRG,2022-01-31,0.8870571435581078,0.8949071449053829,0.008849487774584164,39.93000030517578,35.73364256917593,0.0007518490764322205,0.009607990330226635,False,False,False,False,low
O,2022-01-31,0.7933223965456351,0.796152283515416,0.003567133591718896,69.41000366210938,55.260932914401764,-0.0011511613774543017,0.002411865867845586,False,False,False,False,low
FAST,2022-02-01,0.8958697351762239,0.9007961987817968,0.005499084757678352,28.254999160766605,25.451995840601416,-0.002999329264771644,0.002483261927063607,False,False,False,False,low
VLO,2022-02-02,0.8708765348797328,0.8808503695112319,0.011452639073432413,86.61000061035156,76.29045104099619,0.0006932126687260176,0.012153790856654467,False,False,False,False,low
COST,2022-02-03,0.9507148322187128,0.952155829887655,0.0015156991561595667,521.77001953125,496.8063659572753,-0.00047890883614865043,0.0010360644382920725,False,False,False,False,low
HWM,2022-02-03,0.9867957195626906,0.9874015281324636,0.0006139148739330302,32.52000045776367,32.11029814686427,-0.0027598942319345676,-0.0021476736981208555,False,False,False,False,low
NSC,2022-02-03,0.9074407411324792,0.9114761779562812,0.004447052728496548,275.82000732421875,251.4033660797524,-0.015209866653388082,-0.010830453003892626,False,False,False,False,low
WFC,2022-02-03,0.8938505414617162,0.8978640873619154,0.004490175609935587,55.16999816894531,49.53516005571863,-0.013588452209612023,-0.009159291136364711,False,False,False,False,low
AAPL,2022-02-04,0.9776370920929548,0.9788826111815068,0.0012740096490053698,172.38999938964844,168.74957274411742,-0.0029496502304173777,-0.0016793984642667903,False,False,False,False,low
BKR,2022-02-04,0.9013036825484964,0.9075006929465748,0.006875607542794038,26.590000152587887,24.130443563923038,0.008725323858528533,0.0156609233038576,False,False,False,False,low
BX,2022-02-04,0.854927932340112,0.8642739077168732,0.010931886797965973,132.25,114.30022429555648,-0.013722099993604742,-0.002940221639399221,False,False,False,False,low
C,2022-02-04,0.8535055756049819,0.8602283529066493,0.007876664773867725,66.08000183105469,56.84389113519654,0.012565119031293648,0.0205407550356147,False,False,False,False,low
INTC,2022-02-04,0.9274663897009416,0.9345315766563228,0.007617728290573833,48.0099983215332,44.866859426689835,-0.0055923874190206835,0.0019827395836993222,False,False,False,False,low
ADM,2022-02-07,0.8785392514616102,0.883205502205261,0.0053113742338632974,75.9800033569336,67.10595702241795,0.0035662960735169946,0.008896612240455681,False,False,False,False,low
MET,2022-02-07,0.8721313878052525,0.8782419246732606,0.007006440719196538,68.87000274658203,60.484523764410945,-0.0017393117974064953,0.005254942536789375,False,False,False,False,low
PCAR,2022-02-07,0.8523538442073051,0.8554304821662427,0.0036095783222505062,62.86666870117188,53.7780647192289,-0.0024330649869569454,0.0011677309966600102,False,False,False,False,low
SLB,2022-02-08,0.9038891437459292,0.9067035895636096,0.0031137068490685316,38.900001525878906,35.2707710175443,-0.034020335642202415,-0.03101255814523063,False,False,False,False,low
AEP,2022-02-09,0.8496538097735036,0.8570651924763334,0.008722826423629426,89.37999725341797,76.60448454953482,-0.009090906015160494,-0.000447377986734776,False,False,False,False,low
RMD,2022-02-09,0.9598688471724486,0.9615441116859336,0.00174530564089026,246.47999572753903,237.00138854018923,0.022526416125434823,0.024311037247457756,False,False,False,False,low
SPGI,2022-02-09,0.9623108901131816,0.9641681275589676,0.001929976543825207,407.2900085449219,392.6960449122333,0.018785356417420518,0.020751588258498765,False,False,False,False,low
TJX,2022-02-09,0.9366519825130808,0.9401220103990944,0.0037047141849881893,71.47000122070312,67.19052123083316,0.014622355814846166,0.018381241648839586,False,False,False,False,low
XOM,2022-02-09,0.8560130054155779,0.8655025625944084,0.011085762854997183,79.0,68.37470244495826,-0.015699004518985538,-0.004787277105145371,False,False,False,False,low
AMP,2022-02-10,0.936047621773012,0.9393736756942784,0.00355329562716733,315.8999938964844,296.74813841834066,-0.01021434305119362,-0.006697342004524431,False,False,False,False,low
EMR,2022-02-10,0.9137190034564344,0.9185252829555512,0.005260128640135031,96.87000274658205,88.9775466827093,-0.015748785320058634,-0.010571497316632872,False,False,False,False,low
ETR,2022-02-10,0.8529125025265322,0.8607112615416507,0.009143680028158352,53.22499847412109,45.811355582213196,-0.04503457627601237,-0.03630267800352538,False,False,False,False,low
IBM,2022-02-10,0.8428932675888976,0.853046392161717,0.012045563730580522,133.52000427246094,113.89875792603983,-0.030989108220688233,-0.019316825768133872,False,False,False,False,low
PH,2022-02-10,0.9437431632555692,0.9468464652401408,0.003288290824662976,304.4200134277344,288.2390136624065,-0.031280784637281234,-0.02809535412972941,False,False,False,False,low
SBUX,2022-02-10,0.8972004055623827,0.9017496296023764,0.005070465875616881,95.30999755859376,85.94575499586533,-0.018737771505086154,-0.013762314860470859,False,False,False,False,low
SCHW,2022-02-10,0.9401474299640792,0.9421411687612334,0.002120666114282077,92.8499984741211,87.4778060818872,-0.01766819962183963,-0.015585001859795833,False,False,False,False,low
TFC,2022-02-10,0.7998009600401068,0.805705351065352,0.007382325503771714,64.62000274658203,52.06468199877889,-0.013435072571266748,-0.006151929146382851,False,False,False,False,low
V,2022-02-10,0.966311762794774,0.9678839652483044,0.0016270136761900034,225.58999633789065,218.3449401758681,-0.0228700086237571,-0.021280204764372534,False,False,False,False,low
COF,2022-02-11,0.9224758356704064,0.9260031870712998,0.0038237873172362047,156.0,144.45649718312276,-0.009586658367703782,-0.0057995283931486785,False,False,False,False,low
COP,2022-02-11,0.8505063738674798,0.8547847652341415,0.005030404824841739,93.5199966430664,79.93946837524122,0.01751705926240521,0.022635581986677478,False,False,False,False,low
COR,2022-02-11,0.9567947916333184,0.9599149972511452,0.0032611022186903593,140.24000549316406,134.61848448747116,-0.009184596966461123,-0.005953446657315897,False,False,False,False,low
EQT,2022-02-11,0.9340609243505074,0.9394803190466364,0.005801971322049848,22.93000030517578,21.542284002446014,0.058144911141934985,0.06428423757095358,False,False,False,False,low
GWW,2022-02-11,0.9567425307231042,0.9600271864570192,0.0034331657979420616,467.69000244140625,448.9951171778997,-0.012312017882094684,-0.008921121282849165,False,False,False,False,low
KLAC,2022-02-11,0.9560490013197884,0.958631875572282,0.0027016128346224466,369.2300109863281,353.955657949398,-0.05255184859973172,-0.04999221051376934,False,False,False,False,low
ROK,2022-02-11,0.9257650219764036,0.9295189392537574,0.004054935311057273,268.3399963378906,249.42710875535323,-0.03241622135957689,-0.02849273172916167,False,False,False,False,low
WEC,2022-02-11,0.8569035736479419,0.8637383095790919,0.007976085222814122,91.20999908447267,78.78157042593294,-0.008586966473123181,-0.0006793716267040617,False,False,False,False,low
AMGN,2022-02-14,0.8681438003432929,0.8755870877612141,0.008573795510580018,224.27000427246097,196.36791991311912,-0.017221703454591064,-0.008795563307774645,False,False,False,False,low
CTAS,2022-02-14,0.9589927711008562,0.9614248750912514,0.0025361025272414572,92.625,89.05197905532717,-0.01339439937061604,-0.010892266413469187,False,False,False,False,low
KR,2022-02-14,0.9078657043236246,0.9120049751877048,0.004559342691730084,45.689998626708984,41.669506063877996,-0.01253515939737515,-0.008032968793033168,False,False,False,False,low
LLY,2022-02-14,0.9601033874116602,0.9641113856720276,0.004174548608949724,234.69000244140625,226.26730345715572,-0.004454072398790587,-0.00029811753157726884,False,False,False,False,low
PRU,2022-02-14,0.801450768824097,0.8095556911486046,0.01011281371206274,115.8000030517578,93.7465515055763,-0.03387283111896733,-0.024102567037910916,False,False,False,False,low
AFL,2022-02-15,0.9027230830186436,0.9083810247886044,0.006267638300597289,64.55999755859375,58.645076742625186,0.005294243715788349,0.011595064421071166,False,False,False,False,low
CVX,2022-02-15,0.8350425178903355,0.8438097058048296,0.010499091635050695,134.25999450683594,113.28988646617127,-0.01763374328234235,-0.007319789933881937,False,False,False,False,low
ED,2022-02-15,0.8566153478094454,0.8648450329759788,0.009607211903894353,81.36000061035156,70.36379241078515,-0.019995134905290146,-0.010580020499478038,False,False,False,False,low
MPC,2022-02-15,0.9049811769867,0.9116606448978772,0.0073807810383612615,78.41000366210938,71.48331450504355,-0.00947448162333775,-0.0021636296592901783,False,False,False,False,low
TGT,2022-02-15,0.8652744884229371,0.8690243771964596,0.0043337563093501785,207.17999267578125,180.04446410263787,-0.006664499207101882,-0.0023596252132392914,False,False,False,False,low
DHI,2022-02-16,0.954204830020333,0.9567430338394474,0.0026600198817483545,85.30000305175781,81.61018370625288,0.005777685500173879,0.008453074140222894,False,False,False,False,low
MSFT,2022-02-16,0.9632931845447972,0.9652850575833272,0.0020677744538089016,299.5,289.1028747462065,-0.0032282797509314287,-0.0011671806515211047,False,False,False,False,low
APO,2022-02-17,0.9176194334015098,0.923052302554208,0.005920612570899042,65.2300033569336,60.21070479423627,-0.04017062631424906,-0.03448784845848707,False,False,False,False,low
ATO,2022-02-17,0.8954110581009349,0.901187112490919,0.006450729346848094,106.66000366210938,96.12062071852719,0.00537286590531405,0.011858254155934222,False,False,False,False,low
CMI,2022-02-17,0.9006720535872972,0.9065585649890776,0.0065356878547913055,218.69000244140625,198.25529479073913,-0.020688707033706732,-0.014288234110206965,False,False,False,False,low
DUK,2022-02-17,0.8401426820873925,0.8485421117671719,0.009997622854858834,98.7300033569336,83.7765655432724,-0.007838395764770079,0.0020808617654455297,False,False,False,False,low
HSY,2022-02-17,0.8930554247887922,0.8970439201630751,0.004466123001521716,202.02999877929688,181.22978209552176,-0.0030594381241592083,0.0013930210503845242,False,False,False,False,low
KKR,2022-02-17,0.962503795376995,0.964752876221724,0.0023366981569648004,58.40999984741211,56.35121535290129,-0.06093248985594124,-0.05873817253572211,False,False,False,False,low
MMM,2022-02-17,0.8498976710961293,0.8581131779654124,0.009666465915464162,124.28093719482422,106.64710997677044,-0.04491416936340353,-0.035681864735212176,False,False,False,False,low
MSCI,2022-02-17,0.9492541382134746,0.9510733404753292,0.0019164543915273224,531.47998046875,505.4764404201768,-0.022295797758495883,-0.020422072246495615,False,False,False,False,low
OTIS,2022-02-17,0.9284774515736632,0.9313117272039372,0.0030526057746154134,76.22000122070312,70.98458098433923,-0.033599612445731175,-0.03064957304209237,False,False,False,False,low
TEL,2022-02-17,0.9316979166861794,0.9348192763429406,0.003350184218360308,144.3000030517578,134.89442442912835,-0.0363296530108288,-0.033101179822644045,False,False,False,False,low
TER,2022-02-17,0.9821448083999488,0.9830526153769324,0.0009243107220233693,116.0,114.03410338372416,-0.026110323183738404,-0.025210146513389375,False,False,False,False,low
YUM,2022-02-17,0.9175578811150024,0.9218173676224246,0.004642199249867751,123.4800033569336,113.82601164849667,0.001053951231622996,0.005701043133107486,False,False,False,False,low
JNJ,2022-02-18,0.8796909826171082,0.8853379906222136,0.006419308730783335,163.36000061035156,144.62881468841223,-0.017028712855651218,-0.010718716689976149,False,False,False,False,low
MCHP,2022-02-18,0.9045549532764572,0.9077822162626374,0.003567790961168882,71.77999877929686,65.16060637519952,0.008571035914649139,0.012169406540282202,False,False,False,False,low
PSX,2022-02-18,0.8483193286280222,0.8573815310604979,0.010682536783797936,85.06999969482422,72.93744658566447,-0.02263328584537838,-0.012192529970161847,False,False,False,False,low
SO,2022-02-18,0.8487385120605478,0.8574734715086134,0.010291696822922525,63.77000045776367,54.68108367062448,-0.015743177085203897,-0.005613504267871883,False,False,False,False,low
UPS,2022-02-18,0.805976656933595,0.8118329517883894,0.007266084947267881,209.36000061035156,169.9653472819207,-0.006406938733331535,0.0008125928528479598,False,False,False,False,low
AMAT,2022-02-22,0.962055449689653,0.9637901281942596,0.0018030961782569133,130.25999450683594,125.54329680432696,-0.023172189390685216,-0.021410874898560528,False,False,False,False,low
ADI,2022-02-24,0.926204075731038,0.9307241015624852,0.004880161888598522,159.7899932861328,148.7203979399115,0.02108753068650704,0.026070603138686366,False,False,False,False,low
CEG,2022-02-24,0.9640984665937492,0.9672636654269798,0.003283065934555074,44.319999694824226,42.869125356538305,0.02854489528616222,0.031921675994036613,False,False,False,False,low
EXC,2022-02-24,0.8509985063155405,0.8580777414766315,0.008318739819815901,41.29999923706055,35.43861006832352,0.00805462549487701,0.016440369648530906,False,False,False,False,low
HON,2022-02-24,0.9089408773295304,0.9139456669357562,0.005506177278471469,171.8567352294922,157.0677184967199,0.01888687263021893,0.02449704437762823,False,False,False,False,low
MCO,2022-02-24,0.9618380521122216,0.9639540014500712,0.0021999018787028923,322.0,310.39318846692294,0.00975253287560962,0.011973889369707669,False,False,False,False,low
RTX,2022-02-24,0.9064483520674428,0.9114880952955732,0.005559879078201879,94.25,85.90775298160777,0.02179100371618703,0.02747203814004351,False,False,False,False,low
WAB,2022-02-24,0.974952087746474,0.9765541771688458,0.0016432493888749455,92.9800033569336,90.80001067138681,0.016952893433054728,0.01862400065370351,False,False,False,False,low
ALL,2022-02-25,0.8984459512347936,0.90481161218897,0.007085190762368798,124.16999816894533,112.35045622874487,0.02772718492453885,0.03500882808140138,False,False,False,False,low
CSX,2022-02-25,0.9395061076640612,0.9423106832899464,0.0029851595460708147,34.310001373291016,32.33068083774486,0.021131039625396753,0.024179278696123685,False,False,False,False,low
GLW,2022-02-25,0.8896496832433682,0.8956191121771813,0.006709864620027206,41.099998474121094,36.80994414387584,0.014564309479970339,0.021371898644892307,False,False,False,False,low
MTB,2022-02-25,0.8668280382002269,0.8728312518999899,0.0069254955253030825,183.02999877929688,159.75430296978732,0.049062861802616764,0.056328141957792566,False,False,False,False,low
NOC,2022-02-25,0.930284435633146,0.9339920606544908,0.003985474634778052,409.6700134277344,382.62854002972256,0.03585431627474578,0.03998268737758415,False,False,False,False,low
SHW,2022-02-25,0.9594339197545408,0.9616621695495922,0.0023224630161307047,267.2699890136719,257.02343749038334,0.03216956242267188,0.03456673805777433,False,False,False,False,low
UNP,2022-02-25,0.90185041731197,0.906267652284525,0.004897968540859443,246.41000366210935,223.31341551828103,0.017844633770778273,0.022830004766470013,False,False,False,False,low
CTVA,2022-02-28,0.9529961450145518,0.9555769216525104,0.0027080661883676083,52.029998779296875,49.71866606710438,0.0036650969550489076,0.006383088468557618,False,False,False,False,low
HIG,2022-02-28,0.9143339976034992,0.9193371649547938,0.0054719253187653916,69.4800033569336,63.875549307212886,-0.01781162771961664,-0.012437166297538549,False,False,False,False,low
LMT,2022-02-28,0.8874983529576604,0.8936087409794231,0.006884957027130545,433.7999877929687,387.6474609285639,0.05936652455089231,0.0666602175484059,False,False,False,False,low
MCD,2022-02-28,0.9013443577138116,0.9063585268281206,0.005562989407319252,244.77000427246097,221.8493804841005,-0.018761245672623716,-0.013302624876249447,False,False,False,False,low
MCK,2022-02-28,0.9776440846432958,0.97931528342681,0.0017094143050269128,274.9599914550781,269.2725219628631,-0.0015252139599355452,0.0001815931225301881,False,False,False,False,low
MLM,2022-02-28,0.9727597516787396,0.9743004826169848,0.0015838761169817417,379.3999938964844,369.6495971582258,-0.01635943506360693,-0.014801470265109695,False,False,False,False,low
NEE,2022-02-28,0.8912174558117932,0.8961533792824348,0.005538405288690651,78.2699966430664,70.14192198810879,0.014385600418291622,0.02000367899242006,False,False,False,False,low
O,2022-02-28,0.7961520910660436,0.7990804782787501,0.0036781756219284034,66.08999633789062,52.81122588312248,-0.019436278313514466,-0.015829592736659737,False,False,False,False,low
VMC,2022-02-28,0.9645460181127749,0.966653259285513,0.0021846973945951476,181.4499969482422,175.3992309473647,-0.011063869776361424,-0.00890334358924072,False,False,False,False,low
WELL,2022-02-28,0.8968694233137197,0.9034057656032648,0.007287953095105992,83.29000091552734,75.2446670441886,-0.012098169524409341,-0.0048983873213338525,False,False,False,False,low
GS,2022-03-01,0.8949144315625515,0.9001894841846075,0.005894477098604467,328.20001220703125,295.44219969802936,-0.03835446690543143,-0.032686069333630274,False,False,False,False,low
HAL,2022-03-01,0.9129841693592158,0.9162632382939608,0.0035915945147728667,32.11000061035156,29.42121314086178,-0.04235008114053651,-0.038910590944888135,False,False,False,False,low
ODFL,2022-03-01,0.9766548251660392,0.977588788456393,0.0009562880009270636,155.05999755859375,151.5849151513569,-0.012451051419636427,-0.011506670209780911,False,False,False,False,low
NVDA,2022-03-02,0.9968508472150596,0.9970206138381014,0.00017030293299757915,24.219999313354492,24.14783858255909,0.031647998177550596,0.031823690857461395,False,False,False,False,low
QCOM,2022-03-02,0.9052688264507104,0.9090450855433632,0.00417142287717831,169.25,153.8558807282142,0.033966628845179425,0.03827974089498287,False,False,False,False,low
AJG,2022-03-03,0.9581920900093696,0.9612796074895515,0.00322223227719598,158.41000366210938,152.27630614273093,-0.00233023756160744,0.0008844861489041289,False,False,False,False,low
BAC,2022-03-03,0.8982187323772761,0.9026105759522768,0.00488950343239547,42.4900016784668,38.351924887214125,-0.015523590623587213,-0.010709989840828715,False,False,False,False,low
D,2022-03-03,0.8137892923254681,0.8206278521784405,0.008403354427815923,80.72000122070312,66.2410812295867,0.0069859971682917354,0.015448057406344473,False,False,False,False,low
FANG,2022-03-03,0.8171778887074637,0.820781124365517,0.004409365093997586,134.1199951171875,110.0831603921828,-0.018658104089572136,-0.01433100938846732,False,False,False,False,low
KMB,2022-03-03,0.8510640835538245,0.8587373613752552,0.009016098751799317,129.5500030517578,111.24942778682276,-0.0020798355971942684,0.00691751115147321,False,False,False,False,low
PEP,2022-03-03,0.8743232111780368,0.8800736032510496,0.006576963758362142,163.27000427246094,143.68962096287896,-0.0075978602451887145,-0.0010708673383000855,False,False,False,False,low
TT,2022-03-03,0.9486076084142084,0.9527198881778596,0.004335069344979958,155.11000061035156,147.77638243676188,-0.0007086754895405667,0.003623321698049242,False,False,False,False,low
BLK,2022-03-04,0.8994690087885154,0.9054587292126492,0.006659173763197579,696.5900268554688,630.7335204987579,-0.055740052178268606,-0.04945206110809586,False,False,False,False,low
EQIX,2022-03-04,0.9128189322150452,0.9167616654515962,0.004319293889954334,720.9199829101562,660.9118041900512,0.0001386970185643932,0.004458589981703787,False,False,False,False,low
FDX,2022-03-04,0.914666644939176,0.9177768805702106,0.003400403467474611,172.876708984375,158.6622466949238,-0.030590566660092522,-0.027294183461560872,False,False,False,False,low
NKE,2022-03-04,0.9237796897620202,0.9258877385995518,0.0022819822311470617,131.17999267578125,121.45794676808487,-0.020825621553332674,-0.018591163020522772,False,False,False,False,low
GE,2022-03-07,0.9791953169875623,0.980074902250608,0.0008982735597140579,53.19318008422851,52.13330077144924,-0.04218085873289146,-0.04132047512330339,False,False,False,False,low
TPL,2022-03-07,0.9457816716719056,0.9479705010226536,0.0023143072194227177,142.9744415283203,135.5355529690359,-0.009529369705802981,-0.007237116375486852,False,False,False,False,low
AEE,2022-03-08,0.8808420084025949,0.8866825809174721,0.00663066981270477,87.75,77.80639647550818,-0.020319300000281038,-0.01382336075670354,False,False,False,False,low
CI,2022-03-08,0.9208813363039904,0.9252382628474296,0.004731257298498326,229.1000061035156,211.97209166555228,-0.0367878905842528,-0.032230686261577546,False,False,False,False,low
EA,2022-03-08,0.9765852035986602,0.9779018100403408,0.001348173653285878,122.66999816894531,119.95921324705692,-0.02843342235502,-0.02712358189262587,False,False,False,False,low
IR,2022-03-08,0.994768937031013,0.99521211447838,0.00044550792738839995,45.939998626708984,45.72004317242092,0.023162518162291423,0.023618345175139277,False,False,False,False,low
AME,2022-03-09,0.972319149876268,0.9739822494083948,0.0017104461352410727,130.50999450683594,127.11441802004532,0.013040383853943904,0.014773134863349968,False,False,False,False,low
BDX,2022-03-09,0.929311180532471,0.9323707285511404,0.003292275055720717,203.1293182373047,189.39183043501222,-0.0010938060428338225,0.0021948679025363127,False,False,False,False,low
CME,2022-03-09,0.8335960272652084,0.8373557231999801,0.0045102133549101975,230.08999633789065,192.6671752845952,0.033044496706923,0.0377037477921871,False,False,False,False,low
EBAY,2022-03-09,0.9209551238614332,0.9247712384181968,0.004143648759738827,53.060001373291016,49.06836318044955,-0.0046895515580543945,-0.0005653346528129433,False,False,False,False,low
ELV,2022-03-09,0.9399625360344556,0.9426079745127776,0.002814408422576742,465.3699951171875,438.6614684964333,0.02039157945845238,0.023263378114006805,False,False,False,False,low
HD,2022-03-09,0.8911398046686088,0.8965176096334552,0.0060347489099605856,317.20001220703125,284.37539671955045,0.0014523646739896812,0.0074958782400835755,False,False,False,False,low
NEM,2022-03-09,0.8818494728476863,0.8881435574284304,0.00713736842232171,75.97000122070312,67.47226714199748,-0.021131289482681614,-0.014144742858636539,False,False,False,False,low
OXY,2022-03-09,0.9391748598265004,0.9414162675630078,0.0023865712684445484,57.49999999999999,54.131435384872944,0.0531135825443918,0.055626913162901026,False,False,False,False,low
PEG,2022-03-09,0.8674619824758485,0.8745442733643507,0.008164381876757831,65.81999969482422,57.562503805951835,-0.012897429610311595,-0.004838347274121024,False,False,False,False,low
SPG,2022-03-09,0.7916760685862965,0.8017444649024354,0.012717823255814942,132.57000732421875,106.2872695842677,0.008980956998644096,0.021812998478236034,False,False,False,False,low
